District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Pct Mobile Students 2015-16,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,Percent with All Required Vaccinations,Percent without All Required Vaccinations,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,ELA Pct Met 2015-16,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,Math Pct Met 2015-16,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,Science Pct Met 2015-16,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2015-16,State Freshman On Track,Like Schools Freshman On Track,Freshmen On Track 2013-14,Freshmen On Track 2014-15,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,Four Year Graduation Rate 2014-15,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,Five Year Completion Rate 2014-15,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,Dropout Rate 2014-15,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,Continuing Education Rate 2013-14,State Continuing Education Rate,Like Schools Continuing Education Rate
2243,Beaverton SD 48J,Don Grotting,1159,Chehalem Elementary School,Angee Silliman,Grade(s) K-5,E,Washington,543,14.10%,357,186,--,89.10%,25,25,--,--,,,,,,,,,36%,64%,17%,6%,3%,38%,0,11%,1%,41%,21,Not Rated,95,5,,Not Rated,49.1,52.7,52.4,50.4,41.5,38.9,44.9,40.4,73.2,58.5,80,67.1,66.5,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1305,Community School,Mary Jean Katz,Grade(s) 9-12,H,Washington,169,55.60%,,,,61.30%,--,--,,,11,24,12.5,24,13,26,13,27,43%,80%,43%,2%,4%,50%,0,3%,0,41%,10,Not Rated,96,4,,Not Rated,52.3,46.7,70,28.1,9.3,6.7,34.2,<5,*,*,*,*,60,23.7,53.8,83.5,70.6,33.3,25,35.4,41.2,40,35,73.8,31,63.2,60.4,68.8,67.1,81.6,50.6,7.5,10.1,8.3,11.1,4.3,100,34.8,39.4,58.1,37.9,59.4,27.3
2243,Beaverton SD 48J,Don Grotting,1319,Conestoga Middle School,Zan Hess,Grade(s) 6-8,M,Washington,864,8.50%,,,,84.00%,--,--,,,26.5,24,26,24,29,26,--,--,21%,39%,17%,10%,3%,19%,<1%,9%,1%,58%,28,Not Rated,96,4,,Not Rated,63,73.9,56.7,62.2,60.7,56.4,42.8,47.5,*,*,*,*,63.8,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1160,Cooper Mountain Elementary School,Kristin LeMon,Grade(s) K-5,E,Washington,507,8.70%,333,174,--,92.50%,24,25,--,--,,,,,,,,,11%,20%,16%,13%,3%,10%,<1%,10%,<1%,64%,21,Not Rated,95,5,,Not Rated,68.6,64.3,52.4,71,70.6,65.3,44.9,64.4,81.6,87.5,88,88.9,66.5,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1162,Elmonica Elementary School,Cynthia Moffett,Grade(s) K-5,E,Washington,584,25.90%,422,162,--,90.40%,26,25,--,--,,,,,,,,,38%,50%,12%,28%,3%,31%,1%,7%,1%,30%,28,Not Rated,96,4,,Not Rated,59.4,60.8,52.4,48.1,61,63.9,44.9,40.2,68,72.3,77.3,60.3,66.5,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1161,Errol Hassell Elementary School,Scarlet Valentine,Grade(s) K-5,E,Washington,486,13.30%,317,169,--,86.30%,25,25,--,--,,,,,,,,,20%,38%,16%,8%,3%,20%,<1%,10%,<1%,58%,17,Not Rated,96,4,,Not Rated,61.4,66.5,52.4,56.9,63.1,61.6,44.9,46.3,84,89.6,87.3,87.2,66.5,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1370,Findley Elementary,Kathleen Skidmore Dee,Grade(s) K-5,E,Washington,833,10.80%,523,310,--,>95%,26,25,--,--,,,,,,,,,12%,<5%,6%,56%,<1%,4%,<1%,7%,0,33%,35,Not Rated,96,4,,Not Rated,88.7,90.7,52.4,77,89.8,90.3,44.9,70.5,>95,94.7,93.5,95,66.5,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1163,Fir Grove Elementary School,Erin Miles,Grade(s) K-5,E,Washington,488,14.00%,319,169,--,89.50%,22,25,--,--,,,,,,,,,25%,55%,13%,3%,3%,30%,1%,11%,2%,50%,17,Not Rated,95,5,,Not Rated,52.5,48.4,52.4,52.3,45.4,43,44.9,43.1,57.7,62.8,55.4,65.1,66.5,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1181,Five Oaks Middle School,Shirley Brock,Grade(s) 6-8,M,Washington,1003,17.60%,,,,82.30%,--,--,,,8,24,30,24,30,26,--,--,39%,64%,19%,9%,6%,38%,1%,4%,2%,40%,35,Not Rated,96,4,,Not Rated,48.5,48.6,56.7,51.7,41.2,38.3,42.8,38.5,*,94.7,*,*,63.8,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1157,Greenway Elementary School,Jen Freeborn,Grade(s) K-5,E,Washington,386,20.70%,255,131,--,88.40%,21,25,--,--,,,,,,,,,41%,73%,21%,4%,4%,45%,1%,7%,2%,38%,14,Not Rated,94,6,,Not Rated,50.3,48.1,52.4,41.3,42.8,35.4,44.9,32,72.1,62.7,66.7,64.1,66.5,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1164,Hazeldale Elementary School,Angela Tran,Grade(s) K-5,E,Washington,524,14.30%,349,175,--,89.80%,25,25,--,--,,,,,,,,,34%,58%,15%,10%,2%,31%,1%,7%,2%,47%,21,Not Rated,97,3,,Not Rated,68.2,66.8,52.4,50.6,70.1,59.9,44.9,40,75,73.2,60.3,73.1,66.5,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,4638,Health & Science School,Brian Sica,Grade(s) 6-12,H,Washington,667,10.80%,,,,83.20%,--,--,,,15,24,24,24,27,26,27,27,38%,48%,11%,12%,3%,34%,0,5%,<1%,45%,30,Not Rated,97,3,,Not Rated,66.3,68.8,59.8,72,53.7,57.2,40.9,52.3,66.9,59.2,73.6,65.3,62.1,48.5,59.3,83.5,85.6,65.7,68.8,65.1,72,86,84.6,73.8,88.4,91.1,84.2,88.3,93.9,81.6,88.5,1,0.6,1.6,0.9,4.3,1.5,69.7,82.8,77,80,59.4,57.9
2243,Beaverton SD 48J,Don Grotting,1184,Highland Park Middle School,Curtis Semana,Grade(s) 6-8,M,Washington,920,7.90%,,,,88.50%,--,--,,,23,24,25.5,24,29,26,--,--,22%,35%,15%,10%,3%,18%,0,10%,1%,59%,33,Not Rated,97,3,,Not Rated,61.4,59.7,56.7,63.5,53.9,52.2,42.8,48.3,*,*,*,*,63.8,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1165,Hiteon Elementary School,Meghan Warren,Grade(s) K-5,E,Washington,701,9.90%,436,265,--,91.40%,26,25,--,--,,,,,,,,,12%,29%,16%,8%,1%,13%,<1%,8%,1%,68%,16,Not Rated,94,6,,Not Rated,67.9,74.9,52.4,70,65.9,65.1,44.9,64.6,84.3,91.6,85.7,86.4,66.5,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,4867,Hope Chinese Charter School,Julie Rickman,Grade(s) K-4,E,Washington,168,13.60%,144,24,--,>95%,25,25,--,--,,,,,,,,,11%,*,7%,49%,1%,8%,2%,11%,0,29%,10,Not Rated,90,10,,Not Rated,78.9,81.5,49.8,67.1,89.5,93.8,46.5,58.3,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,4474,International School of Beaverton,Jill O'Neill,Grade(s) 6-12,H,Washington,855,4.80%,,,,93.70%,--,--,,,30,24,31,24,30,26,28,27,24%,20%,<5%,25%,2%,15%,0,11%,<1%,47%,35,Not Rated,98,2,,Not Rated,94.9,92.6,59.8,63.8,84.2,83.2,40.9,41.8,84.4,*,*,*,62.1,65.4,>95,83.5,76.5,>95,>95,100,98.6,100,98.7,73.8,77.4,96.6,100,98.6,100,81.6,84.4,0.3,0,0,0,4.3,2.3,75,83,95.8,88,59.4,59.2
2243,Beaverton SD 48J,Don Grotting,3437,Jacob Wismer Elementary School,Joan McFadden,Grade(s) K-5,E,Washington,742,13.60%,461,281,--,94.60%,26,25,--,--,,,,,,,,,20%,5%,<5%,58%,1%,3%,<1%,5%,<1%,32%,33,Not Rated,96,4,,Not Rated,91.5,90.3,52.4,69,92.2,91.7,44.9,62,90.4,87.2,88.6,91.1,66.5,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1166,Kinnaman Elementary School,Michael Crandall,Grade(s) K-5,E,Washington,709,15.90%,476,233,--,89.60%,23.5,25,--,--,,,,,,,,,34%,70%,13%,6%,5%,39%,1%,6%,<1%,43%,21,Not Rated,96,4,,Not Rated,51.7,64.3,52.4,47.8,44.8,41.4,44.9,38.4,66.4,50,46.7,47.7,66.5,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1168,McKay Elementary School,Erin Kollings,Grade(s) K-5,E,Washington,359,15.20%,241,118,--,89.40%,22,25,--,--,,,,,,,,,32%,61%,23%,5%,3%,32%,1%,6%,1%,51%,19,Not Rated,92,8,,Not Rated,53.4,58.4,52.4,51.9,54,58.6,44.9,41.3,71.2,65.6,65.5,71.9,66.5,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1169,McKinley Elementary School,Annie Pleau,Grade(s) K-5,E,Washington,663,24.40%,436,227,--,86.40%,23,25,--,--,,,,,,,,,30%,65%,12%,11%,6%,35%,<1%,8%,1%,39%,29,Not Rated,94,6,,Not Rated,48.7,49.5,52.4,49.7,42.8,39.1,44.9,43.4,60.2,53.9,47.7,60.2,66.5,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1182,Meadow Park Middle School,Jared Freeman,Grade(s) 6-8,M,Washington,872,14.80%,,,,84.90%,--,--,,,8,24,26,24,33,26,--,--,35%,46%,15%,16%,3%,31%,1%,8%,1%,41%,37,Not Rated,95,5,,Not Rated,61.8,63.8,56.7,55.3,54.4,56.9,42.8,41.2,94.5,*,66.7,*,63.8,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1170,Montclair Elementary School,Sean Leverty,Grade(s) K-5,E,Washington,382,10.80%,254,128,--,91.40%,22,25,--,--,,,,,,,,,11%,33%,10%,6%,2%,11%,<1%,8%,1%,73%,20,Not Rated,92,8,,Not Rated,68.7,72.6,52.4,67.4,62.6,62.2,44.9,60.9,91.5,88.2,89.7,90,66.5,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1183,Mountain View Middle School,Matt Pedersen,Grade(s) 6-8,M,Washington,864,11.00%,,,,79.30%,--,--,,,7,24,27,24,33,26,--,--,35%,61%,21%,7%,4%,34%,<1%,6%,1%,46%,28,Not Rated,98,2,,Not Rated,53.7,52.5,56.7,54,37.5,37.5,42.8,42,*,69.1,*,66.7,63.8,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1303,Nancy Ryles Elementary School,Kayla Bell,Grade(s) K-5,E,Washington,590,13.90%,392,198,--,90.90%,25,25,--,--,,,,,,,,,15%,24%,7%,12%,2%,13%,<1%,11%,1%,61%,26,Not Rated,96,4,,Not Rated,73.3,68.8,52.4,66.1,64.8,69.2,44.9,58.9,80.4,84.1,82.2,79.3,66.5,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1171,Oak Hills Elementary School,Sheila Baumgardner,Grade(s) K-5,E,Washington,580,10.50%,384,196,--,95.00%,23,25,--,--,,,,,,,,,14%,18%,14%,19%,4%,9%,<1%,8%,<1%,59%,30,Not Rated,94,6,,Not Rated,79.2,76.3,52.4,72.4,77.4,76,44.9,65.7,92.7,87.1,>95,89.5,66.5,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1172,Raleigh Hills Elementary School,Peter McDougal,Grade(s) K-8,E,Washington,582,9.50%,262,136,184,89.40%,20.5,25,31,25,,,,,,,,,27%,45%,11%,3%,1%,27%,0,6%,<1%,63%,18,Not Rated,94,6,,Not Rated,63.4,66.3,54.5,56.3,61.1,59.1,43.9,47.1,87.3,79.4,74.6,75.4,65.2,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1173,Raleigh Park Elementary School,Brian Curl,Grade(s) K-5,E,Washington,396,14.20%,265,131,--,90.60%,24,25,--,--,,,,,,,,,24%,43%,13%,2%,1%,26%,1%,9%,2%,61%,15,Not Rated,93,7,,Not Rated,65.7,66.5,52.4,57.6,70.2,59.7,44.9,48.5,80.3,76.3,71.9,70,66.5,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1174,Ridgewood Elementary School,Cary Meier,Grade(s) K-5,E,Washington,456,9.20%,316,140,--,89.00%,25,25,--,--,,,,,,,,,6%,20%,14%,4%,3%,12%,<1%,9%,<1%,72%,14,Not Rated,92,8,,Not Rated,72.8,79.1,52.4,71.5,75.4,68.1,44.9,66,80.9,88.5,81,80.4,66.5,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1175,Rock Creek Elementary School,Jared Cordon,Grade(s) K-5,E,Washington,591,9.30%,390,201,--,91.20%,25,25,--,--,,,,,,,,,13%,24%,13%,18%,1%,13%,<1%,7%,1%,60%,27,Not Rated,94,6,,Not Rated,77.6,80.7,52.4,70.7,74,75.3,44.9,64.5,>95,93.8,90.9,93.9,66.5,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,2781,Scholls Heights Elementary School,Monique Wortman-Singleton,Grade(s) K-5,E,Washington,575,8.90%,361,214,--,92.90%,24.5,25,--,--,,,,,,,,,13%,18%,17%,13%,2%,12%,0,10%,1%,62%,22,Not Rated,97,3,,Not Rated,79.6,77.8,52.4,72,79.6,74.2,44.9,65.2,>95,89,89.3,86.1,66.5,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1314,School of Science & Technology,Brian Sica,Grade(s) 9-12,H,Washington,156,9.10%,,,,88.30%,--,--,,,20,24,18,24,24.5,26,24,27,19%,21%,16%,14%,2%,8%,0,4%,0,72%,20,Not Rated,97,3,,Not Rated,>95,>95,70,76.5,83.3,88.9,34.2,35.9,*,*,*,*,60,66.1,82,83.5,87.5,70.8,93,81.1,84.8,86,81.1,73.8,83,91.9,91.4,100,92.7,81.6,87.4,0.6,0,0.6,0,4.3,2.4,82.4,80.6,89.3,81.6,59.4,54.2
2243,Beaverton SD 48J,Don Grotting,1270,Sexton Mountain Elementary School,Teresa Clemens-Brower,Grade(s) K-5,E,Washington,533,8.00%,343,190,--,93.50%,26,25,--,--,,,,,,,,,15%,19%,12%,16%,2%,10%,<1%,9%,<1%,62%,23,Not Rated,94,6,,Not Rated,65.6,68.9,52.4,71.8,62.5,66.3,44.9,64.6,82.6,86.6,71.9,78.6,66.5,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,2783,Southridge High School,David Nieslanik,Grade(s) 9-12,H,Washington,1572,10.40%,,,,78.60%,--,--,,,28,24,28,24,32,26,31.5,27,20%,26%,11%,13%,2%,15%,1%,9%,2%,59%,36,Not Rated,98,2,,Not Rated,86.7,84.7,70,77.3,58.6,55.4,34.2,43.9,68.9,*,>95,66.7,60,65.2,86.6,83.5,89.5,83,89.1,88.5,83.2,88.7,89.6,73.8,86.5,93.7,93.8,89.5,92.8,81.6,91,1,1.4,2.1,2,4.3,1.7,76.6,77.1,82.9,77.1,59.4,69.8
2243,Beaverton SD 48J,Don Grotting,4712,Springville K-8 School,Robin Kobrowski,Grade(s) K-8,E,Washington,1026,13.80%,580,290,156,94.50%,28,25,26,25,,,,,,,,,18%,19%,10%,35%,2%,13%,<1%,5%,<1%,45%,33,Not Rated,94,6,,Not Rated,73.6,69.4,54.5,69.6,77.4,71.4,43.9,63.5,78.2,83.2,81.4,86.3,65.2,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,2782,Stoller Middle School,Florence Richey,Grade(s) 6-8,M,Washington,1453,6.90%,,,,93.70%,--,--,,,7,24,31,24,32,26,--,--,20%,10%,7%,42%,2%,7%,<1%,6%,<1%,43%,42,Not Rated,97,3,,Not Rated,83.3,83.5,56.7,71.7,81.8,82.3,42.8,60.1,89,*,*,*,63.8,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1188,Sunset High School,John Huelskamp,Grade(s) 9-12,H,Washington,2134,9.80%,,,,81.60%,--,--,,,30,24,30,24,32,26,32,27,24%,25%,12%,16%,1%,18%,<1%,7%,1%,57%,43,Not Rated,97,3,,Not Rated,78.3,84.9,70,77.3,59.9,65.3,34.2,42.3,79.7,85.7,85.8,>95,60,64.6,92.5,83.5,88.4,84.8,92.3,81.4,79.8,83.2,89.2,73.8,86,85.9,88.6,87,89.1,81.6,90.6,1.6,2.3,2.8,2.1,4.3,1.6,75.9,74.1,78.3,76.8,59.4,67.9
2243,Beaverton SD 48J,Don Grotting,1176,Terra Linda Elementary School,Christy Batsell,Grade(s) K-5,E,Washington,414,14.30%,251,163,--,94.30%,21,25,--,--,,,,,,,,,21%,39%,15%,5%,2%,19%,<1%,7%,1%,66%,17,Not Rated,90,10,,Not Rated,66.2,71.1,52.4,56.1,67.7,65,44.9,45.7,76.1,68.7,73.6,80.3,66.5,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1177,Vose Elementary School,Veronica Galvan,Grade(s) K-5,E,Washington,655,15.80%,440,215,--,87.00%,23,25,--,--,,,,,,,,,71%,85%,10%,1%,2%,74%,<1%,3%,<1%,19%,10,Not Rated,95,5,,Not Rated,43.9,42.2,52.4,29.1,43.7,41.6,44.9,23.6,56.2,56.3,43.5,42.9,66.5,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1178,West Tualatin View Elementary School,Kalay McNamee,Grade(s) K-5,E,Washington,367,14.10%,257,110,--,93.70%,23.5,25,--,--,,,,,,,,,10%,10%,15%,11%,2%,9%,<1%,9%,0,69%,13,Not Rated,88,12,,Not Rated,71.2,71.5,52.4,70.1,68.5,67.8,44.9,64.4,84.9,81.1,87.1,76.5,66.5,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1320,Westview High School,Jon Franco,Grade(s) 9-12,H,Washington,2557,12.00%,,,,80.60%,--,--,,,33,24,32,24,33,26,35,27,25%,29%,11%,25%,4%,18%,<1%,6%,1%,46%,51,Not Rated,98,2,,Not Rated,83.9,67.1,70,75.9,51.8,47.6,34.2,41.4,70.3,>95,93.8,83.3,60,63.2,88.7,83.5,88.2,83.4,91.7,80.1,82.4,80.9,84.2,73.8,86.1,89.8,87.9,87.9,90.4,81.6,90.5,1.4,3,2.3,2.7,4.3,1.5,74.7,74.5,76.8,75.6,59.4,66.9
2243,Beaverton SD 48J,Don Grotting,1185,Whitford Middle School,Brian Peerenboom,Grade(s) 6-8,M,Washington,729,13.10%,,,,81.90%,--,--,,,10,24,27,24,31,26,--,--,42%,60%,16%,6%,2%,41%,1%,5%,2%,45%,26,Not Rated,95,5,,Not Rated,56.7,52.4,56.7,51.5,45.3,42.8,42.8,37.3,*,*,*,*,63.8,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1179,William Walker Elementary School,Joann Hulquist,Grade(s) K-5,E,Washington,512,17.40%,346,166,--,89.40%,27,25,--,--,,,,,,,,,69%,***,17%,6%,1%,69%,0,3%,1%,21%,15,Not Rated,96,4,,Not Rated,42.3,39.2,52.4,33.8,39.6,35.8,44.9,27.6,41.4,40.2,46.1,45.6,66.5,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,1324,Amity Creek Elementary School,Andrew Slavin,Grade(s) K-5,E,Deschutes,174,1.70%,114,60,--,93.70%,30,25,--,--,,,,,,,,,*,26%,9%,2%,1%,4%,0,3%,0,89%,2,Not Rated,68,32,,Not Rated,77.5,72.7,52.4,77.8,62.9,61.4,44.9,71.2,87.9,>95,83.3,85.7,66.5,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,241,Bear Creek Elementary School,Anissa Wiseman,Grade(s) K-5,E,Deschutes,595,11.40%,414,181,--,89.10%,22,25,--,--,,,,,,,,,35%,***,10%,1%,1%,43%,1%,1%,<1%,54%,7,Not Rated,92,8,,Not Rated,45.8,43.5,52.4,41.3,44.7,41.1,44.9,32.3,70.8,62.7,66.7,59.4,66.5,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,5309,Bend International School,Meera Dayal Rupp,Grade(s) K-8,E,Deschutes,132,21.80%,63,24,45,93.70%,22.5,25,21,25,,,,,,,,,8%,38%,8%,2%,0,18%,0,7%,0,73%,2,Not Rated,68,32,,Not Rated,*,73.8,54.5,52.3,*,55.6,43.9,43.3,*,*,*,76.5,65.2,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,251,Bend Senior High School,Christopher Reese,Grade(s) 9-12,H,Deschutes,1652,14.90%,,,,73.00%,--,--,,,26,24,25.5,24,29,26,28,27,8%,36%,14%,1%,1%,12%,1%,1%,<1%,83%,11,Not Rated,94,6,,Not Rated,56.1,48.8,70,77.9,26.9,14.1,34.2,41.5,75.6,73.7,>95,*,60,64.5,89.5,83.5,85.9,84.7,88.6,78.7,85.3,83,85.2,73.8,83.5,84.5,85.4,90.4,89.6,81.6,90.1,0.5,1.1,1,0.6,4.3,1.7,63,65.5,66.9,59.6,59.4,60.7
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,250,Buckingham Elementary School,Sunshine Dandurand,Grade(s) K-5,E,Deschutes,592,18.20%,400,192,--,84.60%,23,25,--,--,,,,,,,,,5%,44%,13%,2%,1%,8%,0,4%,<1%,85%,8,Not Rated,92,8,,Not Rated,60.5,64,52.4,55.8,48.7,53.3,44.9,46.8,82,70.6,63.2,75.8,66.5,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,242,Cascade Middle School,Stephanie Bennett,Grade(s) 6-8,M,Deschutes,578,12.90%,,,,83.00%,--,--,,,26,24,28,24,26,26,28,27,6%,31%,13%,3%,<1%,9%,1%,4%,1%,83%,7,Not Rated,95,5,,Not Rated,88.6,72.8,56.7,63.4,72,58.4,42.8,51.5,91.5,>95,90.1,83.4,63.8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,1308,Elk Meadow Elementary School,Kelle Hildebrandt,Grade(s) K-5,E,Deschutes,569,11.90%,388,181,--,88.90%,25,25,--,--,,,,,,,,,8%,51%,8%,<1%,1%,15%,1%,2%,<1%,82%,3,Not Rated,92,8,,Not Rated,66.9,69.3,52.4,60.5,54.9,58,44.9,53.6,84,87.2,81.9,76.9,66.5,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,4129,Ensworth Elementary School,Dana Pedersen,Grade(s) K-5,E,Deschutes,243,12.60%,165,78,--,83.70%,21,25,--,--,,,,,,,,,6%,***,9%,<1%,1%,14%,1%,2%,0,81%,2,Not Rated,95,5,,Not Rated,56.7,59,52.4,50.1,50,40.2,44.9,41.3,53.3,60.6,55.2,81.4,66.5,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,1309,High Desert Middle School,Brian Moran-Crook,Grade(s) 6-8,M,Deschutes,707,11.60%,,,,82.50%,--,--,,,25,24,25.5,24,27,26,27,27,12%,40%,13%,1%,1%,17%,1%,2%,0,79%,4,Not Rated,95,5,,Not Rated,67,63,56.7,59.3,48.6,43.4,42.8,42.5,71.9,78.9,75.1,70.8,63.8,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,3218,High Lakes Elementary School,Linda Burley,Grade(s) K-5,E,Deschutes,627,8.50%,380,247,--,90.00%,26,25,--,--,,,,,,,,,<5%,12%,<5%,2%,1%,5%,<1%,4%,1%,89%,7,Not Rated,91,9,,Not Rated,79.1,75.8,52.4,82.4,74.5,70,44.9,76.4,>95,92.9,87.4,90.5,66.5,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,3219,Highland School at Kenwood Elementary School,Brian Kissell,Grade(s) K-5,E,Deschutes,379,5.20%,255,124,--,94.70%,26,25,--,--,,,,,,,,,*,7%,6%,2%,1%,2%,0,1%,0,94%,6,Not Rated,86,14,,Not Rated,82.3,86.4,52.4,81.3,84.4,84.8,44.9,74.8,>95,90,84.7,>95,66.5,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Bend-LaPine Administrative SD 1,Shay Mikalson,246,Juniper Elementary School,Dan Wolnick,Grade(s) K-5,E,Deschutes,554,14.40%,354,200,--,89.00%,25.5,25,--,--,,,,,,,,,10%,59%,12%,1%,2%,18%,1%,1%,<1%,75%,4,Not Rated,91,9,,Not Rated,68.2,68.9,52.4,55.2,55.3,63.9,44.9,45.1,76.1,78.5,70.9,75.5,66.5,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
