SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
3264,"7/1/2008",3,1902,,214,58268,,,13754,,,4377,0,0,18131,0,,31.12,"Clackamas","Clackamas ESD","ESD Program at Ogden Jr High",-
3265,"7/1/2008",3,1902,,214,58268,,,13754,,,4377,0,0,18131,0,,31.12,"Clackamas","Clackamas ESD","Gladstone High Program",-
3267,"7/1/2008",3,1902,,214,58268,,,13754,,,4377,0,0,18131,0,,31.12,"Clackamas","Clackamas ESD","Oregon City High Program",-
3269,"7/1/2008",3,1924,,17772,58268,,4743,13754,,1604,4377,0,6347,18131,0,35.71,31.12,"Clackamas","North Clackamas SD 12","North Clackamas Program at Clackamas Community College",-
3270,"7/1/2008",34,2230,,291,83118,,,23377,,,5780,0,0,29157,0,,35.08,"Washington","Northwest Regional ESD","Clatskanie Elem Program",-
3287,"7/1/2008",15,2025,,,28115,,,10990,,,2657,0,,13647,0,,48.54,"Jackson","Southern Oregon ESD","Abraham Lincoln STEPS",-
3288,"7/1/2008",15,2025,,,28115,,,10990,,,2657,0,,13647,0,,48.54,"Jackson","Southern Oregon ESD","Jacksonville Elem STEPS",-
3289,"7/1/2008",15,2025,,,28115,,,10990,,,2657,0,,13647,0,,48.54,"Jackson","Southern Oregon ESD","Sams Valley Elem STEPS",-
3290,"7/1/2008",15,2025,,,28115,,,10990,,,2657,0,,13647,0,,48.54,"Jackson","Southern Oregon ESD","Hedrick Middle STEPS",-
3302,"7/1/2008",20,2064,,,45929,,,15999,,,3889,0,,19888,0,,43.3,"Lane","Lane ESD","Martin Luther King Jr. Education Center",-
3320,"7/1/2008",24,2142,,40200,60158,,19199,28633,,3978,5889,0,23177,34522,0,57.65,57.39,"Marion","Salem-Keizer SD 24J","Wheatland Community Transition Program",-
3330,"7/1/2008",26,2148,,404,88193,,152,36734,,11,7886,0,163,44620,0,40.35,50.59,"Multnomah","Multnomah ESD","MESD Program at Centennial HS",-
3335,"7/1/2008",34,2230,,291,83118,,,23377,,,5780,0,0,29157,0,,35.08,"Washington","Northwest Regional ESD","Thomas Deaf Program",-
3342,"7/1/2008",3,1924,559,17772,58268,253,4743,13754,91,1604,4377,344,6347,18131,61.54,35.71,31.12,"Clackamas","North Clackamas SD 12","Oak Grove Elementary",-
3346,"7/1/2008",34,2230,,291,83118,,,23377,,,5780,0,0,29157,0,,35.08,"Washington","Northwest Regional ESD","REACH Program @ Peter Boscow Elementary School",-
3347,"7/1/2008",1,1896,52,52,2191,19,19,935,,,249,22,22,1184,,,54.04,"Baker","Burnt River SD 30J","Burnt River School",-
3348,"7/1/2008",10,1993,181,239,14988,66,87,6421,27,39,1639,93,126,8060,51.38,52.72,53.78,"Douglas","Douglas County SD 15","Days Creek Charter School",-
3349,"7/1/2008",12,2009,155,155,1032,50,50,300,32,32,153,82,82,453,52.9,52.9,43.9,"Grant","Prairie City SD 4","Prairie City School",-
3350,"7/1/2008",12,2010,53,53,1032,17,17,300,14,14,153,31,31,453,58.49,58.49,43.9,"Grant","Monument SD 8","Monument School",-
3351,"7/1/2008",1,1895,86,86,2191,50,50,935,,,249,54,54,1184,,,54.04,"Baker","Huntington SD 16J","Huntington School",-
3352,"7/1/2008",4,1934,176,176,5019,43,43,1785,20,20,550,63,63,2335,35.8,35.8,46.52,"Clatsop","Jewell SD 8","Jewell School",-
3353,"7/1/2008",12,2011,53,53,1032,14,14,300,,,153,19,19,453,,,43.9,"Grant","Dayville SD 16J","Dayville School",-
3356,"7/1/2008",15,2045,168,168,28115,68,68,10990,17,17,2657,85,85,13647,50.6,50.6,48.54,"Jackson","Prospect SD 59","Prospect School",-
3360,"7/1/2008",19,2060,84,84,1103,37,37,444,,,108,37,37,552,,,50.05,"Lake","Paisley SD 11","Paisley School",-
2307,"7/1/2007",9,2294,,,24176,,,6126,,,1962,0,,8088,0,,33.45,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","High Desert ESD EI/ECSE-Warm Springs Early Childhood Center",-
2309,"7/1/2007",10,2295,,,15523,,,5719,,,1524,0,,7243,0,,46.66,"Douglas","Douglas ESD EI/ECSE (Area 3)","EC Intervention Klamath Falls City SD EI/ECSE - Klamath",-
2312,"7/1/2007",10,2295,,,15523,,,5719,,,1524,0,,7243,0,,46.66,"Douglas","Douglas ESD EI/ECSE (Area 3)","Lake ESD EI/ECSE",-
2316,"7/1/2007",20,2082,11,17852,46747,,4483,15531,,1126,3871,0,5609,19402,,31.42,41.5,"Lane","Eugene SD 4J","Stepping Stone Lodge",-
2317,"7/1/2007",20,2064,,25,46747,,,15531,,,3871,0,0,19402,0,,41.5,"Lane","Lane ESD","Lane Regional Program",-
2318,"7/1/2007",20,2064,,25,46747,,,15531,,,3871,0,0,19402,0,,41.5,"Lane","Lane ESD","Lane ESD-EI/ECSE (Area 7)",-
2319,"7/1/2007",20,2318,,,46747,,,15531,,,3871,0,,19402,0,,41.5,"Lane","Lane ESD-EI/ECSE (Area 7)","EC Cares EI/ECSE - Lane",-
2322,"7/1/2007",22,2098,,65,20497,,,6667,,,1641,0,0,8308,0,,40.53,"Linn","Linn Benton Lincoln ESD","Cascade Regional Program",-
2323,"7/1/2007",22,2098,,65,20497,,,6667,,,1641,0,0,8308,0,,40.53,"Linn","Linn Benton Lincoln ESD","Linn-Benton-Lincoln ESD EI/ECSE (Area 4)",-
2324,"7/1/2007",30,2366,,,13545,,,6154,,,1432,0,,7586,0,,56.01,"Umatilla","InterMountain ESD EI/ECSE-Umatilla (Area 1)","Malheur ESD EI/ECSE",-
2326,"7/1/2007",24,2117,,29,60051,,,25077,,,5055,0,0,30132,0,,50.18,"Marion","Willamette ESD","Willamette ESD EI/ECSE-Marion (Area 5)",-
2334,"7/1/2007",24,2117,,29,60051,,,25077,,,5055,0,0,30132,0,,50.18,"Marion","Willamette ESD","Oregon State Hospital Salem (educational program)",-
2342,"7/1/2007",26,2148,,371,89783,,,35283,,,8073,0,0,43356,0,,48.29,"Multnomah","Multnomah ESD","Multnomah Early Childhood Program-MESD EI/ECSE (Area 6)",-
2356,"7/1/2007",26,2180,,44496,89783,,15761,35283,,3414,8073,0,19175,43356,0,43.09,48.29,"Multnomah","Portland SD 1J","Columbia Regional Program",-
2364,"7/1/2007",9,2294,,,24176,,,6126,,,1962,0,,8088,0,,33.45,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","North Central ESD EI/ECSE-Sherman",-
2365,"7/1/2007",34,2230,,297,83374,,,21488,,,5730,0,0,27218,0,,32.65,"Washington","Northwest Regional ESD","Northwest Regional Education Service District, Tillamook Ser",-
2366,"7/1/2007",30,2200,,24,13545,,,6154,,,1432,0,0,7586,0,,56.01,"Umatilla","InterMountain ESD","Umatilla/Morrow ESD EI/ECSE-Umatilla (Area 1)",-
2367,"7/1/2007",30,2200,24,24,13545,,,6154,,,1432,0,0,7586,,,56.01,"Umatilla","InterMountain ESD","Pendleton Academies",-
2371,"7/1/2007",30,2200,,24,13545,,,6154,,,1432,0,0,7586,0,,56.01,"Umatilla","InterMountain ESD","Eastern Oregon Regional Program",-
2372,"7/1/2007",30,2366,,,13545,,,6154,,,1432,0,,7586,0,,56.01,"Umatilla","InterMountain ESD EI/ECSE-Umatilla (Area 1)","EI/ECSE & Head Start Programs-Wallowa",-
2373,"7/1/2007",26,2342,,,89783,,,35283,,,8073,0,,43356,0,,48.29,"Multnomah","David Douglas School District EI/ECSE (Area 6)","Columbia Gorge ESD EI/ECSE-Wasco",-
2375,"7/1/2007",34,2230,,297,83374,,,21488,,,5730,0,0,27218,0,,32.65,"Washington","Northwest Regional ESD","NW Regional ESD EI/ECSE-Washington (Area 8)",-
2376,"7/1/2007",34,2230,27,297,83374,,,21488,,,5730,0,0,27218,,,32.65,"Washington","Northwest Regional ESD","Oak Grove Academy",-
2377,"7/1/2007",34,2230,,297,83374,,,21488,,,5730,0,0,27218,0,,32.65,"Washington","Northwest Regional ESD","Northwest Regional Program",-
2380,"7/1/2007",9,2294,,,24176,,,6126,,,1962,0,,8088,0,,33.45,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","North Central ESD EI/ECSE-Wheeler",-
2385,"7/1/2007",24,3477,48,858,60051,,,25077,,,5055,0,0,30132,,,50.18,"Marion","ODE YCEP District","South Jetty High School",-
2386,"7/1/2007",24,3477,52,858,60051,,,25077,,,5055,0,0,30132,,,50.18,"Marion","ODE YCEP District","RiverBend Alternative Education",-
2387,"7/1/2007",24,3477,22,858,60051,,,25077,,,5055,0,0,30132,,,50.18,"Marion","ODE YCEP District","Ocean Dunes High School",-
2388,"7/1/2007",24,3477,12,858,60051,,,25077,,,5055,0,0,30132,,,50.18,"Marion","ODE YCEP District","Riverside High School",-
2391,"7/1/2007",34,2239,7,20287,83374,,6210,21488,,1889,5730,0,8099,27218,,39.92,32.65,"Washington","Hillsboro SD 1J","Miller Education Center 7-8",-
2392,"7/1/2007",3,1926,141,4159,58537,40,1099,11983,11,331,4183,51,1430,16166,36.17,34.38,27.62,"Clackamas","Oregon Trail SD 46","Welches Middle School",-
2401,"7/1/2007",26,2183,21,12215,89783,,3358,35283,,1007,8073,0,4365,43356,,35.73,48.29,"Multnomah","Gresham-Barlow SD 10J","Adult Living Program",-
2408,"7/1/2007",7,1970,,3247,3247,,1154,1154,,390,390,0,1544,1544,0,47.55,47.55,"Crook","Crook County SD","Central Oregon Ext Unit for Recovery",-
2413,"7/1/2007",26,2180,502,44496,89783,,15761,35283,,3414,8073,4,19175,43356,,43.09,48.29,"Multnomah","Portland SD 1J","Forest Park Elementary School",-
2417,"7/1/2007",20,2087,53,2979,46747,21,1161,15531,8,343,3871,29,1504,19402,54.72,50.49,41.5,"Lane","South Lane SD 45J3","Blue Mountain Charter School",-
2418,"7/1/2007",20,2087,2,2979,46747,,1161,15531,,343,3871,2,1504,19402,,50.49,41.5,"Lane","South Lane SD 45J3","Childs Way Alternative School",-
2434,"7/1/2007",15,2041,11,2976,28866,,631,9652,,144,2456,0,775,12108,,26.04,41.95,"Jackson","Ashland SD 5","Family Solutions - Ashland",-
2512,"7/1/2007",24,4371,,,60051,,,25077,,,5055,0,,30132,0,,50.18,"Marion","ODE Head Start","United Community Action Network",-
2513,"7/1/2007",24,4371,,,60051,,,25077,,,5055,0,,30132,0,,50.18,"Marion","ODE Head Start","Albina Head Start",-
2516,"7/1/2007",24,4371,,,60051,,,25077,,,5055,0,,30132,0,,50.18,"Marion","ODE Head Start","The Childrens Learning Center",-
2517,"7/1/2007",24,4371,,,60051,,,25077,,,5055,0,,30132,0,,50.18,"Marion","ODE Head Start","Community Action Team",-
854,"7/1/2005",26,2180,310,44953,89245,172,16990,35481,31,3602,7898,203,20592,43379,65.48,45.81,48.61,"Multnomah","Portland SD 1J","Grout Elementary School",-
855,"7/1/2005",26,2180,358,44953,89245,94,16990,35481,8,3602,7898,102,20592,43379,28.49,45.81,48.61,"Multnomah","Portland SD 1J","Hayhurst Elementary School",-
857,"7/1/2005",26,2180,215,44953,89245,,16990,35481,,3602,7898,9,20592,43379,,45.81,48.61,"Multnomah","Portland SD 1J","Hollyrood-Fernwood School",-
858,"7/1/2005",26,2180,447,44953,89245,156,16990,35481,49,3602,7898,205,20592,43379,45.86,45.81,48.61,"Multnomah","Portland SD 1J","Hosford Middle School",-
860,"7/1/2005",26,2180,270,44953,89245,244,16990,35481,11,3602,7898,255,20592,43379,94.44,45.81,48.61,"Multnomah","Portland SD 1J","Humboldt Elementary School",-
861,"7/1/2005",26,2180,445,44953,89245,138,16990,35481,44,3602,7898,182,20592,43379,40.9,45.81,48.61,"Multnomah","Portland SD 1J","Irvington Elementary School",-
862,"7/1/2005",26,2180,458,44953,89245,296,16990,35481,56,3602,7898,352,20592,43379,76.86,45.81,48.61,"Multnomah","Portland SD 1J","James John Elementary School",-
863,"7/1/2005",26,2180,481,44953,89245,266,16990,35481,56,3602,7898,322,20592,43379,66.94,45.81,48.61,"Multnomah","Portland SD 1J","Kellogg Middle School",-
864,"7/1/2005",26,2180,484,44953,89245,311,16990,35481,81,3602,7898,392,20592,43379,80.99,45.81,48.61,"Multnomah","Portland SD 1J","Kelly Elementary School",-
866,"7/1/2005",26,2180,491,44953,89245,432,16990,35481,20,3602,7898,452,20592,43379,92.06,45.81,48.61,"Multnomah","Portland SD 1J","King Elementary School",-
868,"7/1/2005",26,2180,581,44953,89245,68,16990,35481,20,3602,7898,88,20592,43379,15.15,45.81,48.61,"Multnomah","Portland SD 1J","Laurelhurst Elementary School",-
869,"7/1/2005",26,2180,309,44953,89245,183,16990,35481,41,3602,7898,224,20592,43379,72.49,45.81,48.61,"Multnomah","Portland SD 1J","Lee Elementary School",-
870,"7/1/2005",26,2180,366,44953,89245,238,16990,35481,52,3602,7898,290,20592,43379,79.23,45.81,48.61,"Multnomah","Portland SD 1J","Lent Elementary School",-
871,"7/1/2005",26,2180,301,44953,89245,96,16990,35481,29,3602,7898,125,20592,43379,41.53,45.81,48.61,"Multnomah","Portland SD 1J","Lewis Elementary School",-
872,"7/1/2005",26,2180,301,44953,89245,54,16990,35481,22,3602,7898,76,20592,43379,25.25,45.81,48.61,"Multnomah","Portland SD 1J","Llewellyn Elementary School",-
873,"7/1/2005",26,2180,315,44953,89245,56,16990,35481,16,3602,7898,72,20592,43379,22.86,45.81,48.61,"Multnomah","Portland SD 1J","Maplewood Elementary School",-
875,"7/1/2005",26,2180,336,44953,89245,194,16990,35481,47,3602,7898,241,20592,43379,71.73,45.81,48.61,"Multnomah","Portland SD 1J","Marysville Elementary School",-
877,"7/1/2005",26,2180,676,44953,89245,125,16990,35481,50,3602,7898,175,20592,43379,25.89,45.81,48.61,"Multnomah","Portland SD 1J","Mt Tabor Middle School",-
878,"7/1/2005",26,2180,318,44953,89245,221,16990,35481,43,3602,7898,264,20592,43379,83.02,45.81,48.61,"Multnomah","Portland SD 1J","Ockley Green Middle School",-
879,"7/1/2005",26,2180,254,44953,89245,171,16990,35481,36,3602,7898,207,20592,43379,81.5,45.81,48.61,"Multnomah","Portland SD 1J","Peninsula Elementary School",-
881,"7/1/2005",26,2180,428,44953,89245,275,16990,35481,58,3602,7898,333,20592,43379,77.8,45.81,48.61,"Multnomah","Portland SD 1J","Portsmouth Middle School",-
883,"7/1/2005",26,2180,309,44953,89245,38,16990,35481,20,3602,7898,58,20592,43379,18.77,45.81,48.61,"Multnomah","Portland SD 1J","Richmond Elementary School",-
884,"7/1/2005",26,2180,442,44953,89245,334,16990,35481,59,3602,7898,393,20592,43379,88.91,45.81,48.61,"Multnomah","Portland SD 1J","Rigler Elementary School",-
885,"7/1/2005",26,2180,429,44953,89245,106,16990,35481,29,3602,7898,135,20592,43379,31.47,45.81,48.61,"Multnomah","Portland SD 1J","Roseway Heights School",-
886,"7/1/2005",26,2180,422,44953,89245,178,16990,35481,34,3602,7898,212,20592,43379,50.24,45.81,48.61,"Multnomah","Portland SD 1J","Sabin Elementary School",-
887,"7/1/2005",26,2180,369,44953,89245,223,16990,35481,57,3602,7898,280,20592,43379,75.88,45.81,48.61,"Multnomah","Portland SD 1J","Scott Elementary School",-
888,"7/1/2005",26,2180,564,44953,89245,123,16990,35481,40,3602,7898,163,20592,43379,28.9,45.81,48.61,"Multnomah","Portland SD 1J","Sellwood Middle School",-
889,"7/1/2005",26,2180,300,44953,89245,220,16990,35481,29,3602,7898,249,20592,43379,83,45.81,48.61,"Multnomah","Portland SD 1J","Sitton Elementary School",-
890,"7/1/2005",26,2180,201,44953,89245,22,16990,35481,,3602,7898,27,20592,43379,,45.81,48.61,"Multnomah","Portland SD 1J","Skyline Elementary School",-
892,"7/1/2005",26,2180,325,44953,89245,12,16990,35481,7,3602,7898,19,20592,43379,5.85,45.81,48.61,"Multnomah","Portland SD 1J","Stephenson Elementary School",-
893,"7/1/2005",26,2180,443,44953,89245,75,16990,35481,31,3602,7898,106,20592,43379,23.93,45.81,48.61,"Multnomah","Portland SD 1J","Sunnyside Environmental School",-
894,"7/1/2005",26,2180,270,44953,89245,219,16990,35481,20,3602,7898,239,20592,43379,88.52,45.81,48.61,"Multnomah","Portland SD 1J","Tubman Middle School",-
895,"7/1/2005",26,2180,384,44953,89245,290,16990,35481,42,3602,7898,332,20592,43379,86.46,45.81,48.61,"Multnomah","Portland SD 1J","Vernon Elementary School",-
896,"7/1/2005",26,2180,294,44953,89245,153,16990,35481,40,3602,7898,193,20592,43379,65.65,45.81,48.61,"Multnomah","Portland SD 1J","Vestal Elementary School",-
897,"7/1/2005",26,2180,9,44953,89245,,16990,35481,,3602,7898,7,20592,43379,,45.81,48.61,"Multnomah","Portland SD 1J","Trillium Family Services/Waverly Childrens Home Theraputic S",-
898,"7/1/2005",26,2180,878,44953,89245,55,16990,35481,13,3602,7898,68,20592,43379,7.74,45.81,48.61,"Multnomah","Portland SD 1J","West Sylvan Middle School",-
900,"7/1/2005",26,2180,404,44953,89245,277,16990,35481,61,3602,7898,338,20592,43379,83.66,45.81,48.61,"Multnomah","Portland SD 1J","Whitman Elementary School",-
902,"7/1/2005",26,2180,529,44953,89245,348,16990,35481,56,3602,7898,404,20592,43379,76.37,45.81,48.61,"Multnomah","Portland SD 1J","Woodlawn Elementary School",-
903,"7/1/2005",26,2180,449,44953,89245,311,16990,35481,49,3602,7898,360,20592,43379,80.18,45.81,48.61,"Multnomah","Portland SD 1J","Woodmere Elementary School",-
904,"7/1/2005",26,2180,337,44953,89245,66,16990,35481,30,3602,7898,96,20592,43379,28.49,45.81,48.61,"Multnomah","Portland SD 1J","Woodstock Elementary School",-
906,"7/1/2005",26,2180,1452,44953,89245,503,16990,35481,217,3602,7898,720,20592,43379,49.59,45.81,48.61,"Multnomah","Portland SD 1J","Benson Polytechnic High School",-
908,"7/1/2005",26,2180,32,44953,89245,,16990,35481,,3602,7898,29,20592,43379,,45.81,48.61,"Multnomah","Portland SD 1J","Janus Youth Programs",-
909,"7/1/2005",26,2180,1447,44953,89245,283,16990,35481,80,3602,7898,363,20592,43379,25.09,45.81,48.61,"Multnomah","Portland SD 1J","Cleveland High School",-
911,"7/1/2005",26,2180,1404,44953,89245,492,16990,35481,118,3602,7898,610,20592,43379,43.45,45.81,48.61,"Multnomah","Portland SD 1J","Franklin High School",-
8,"7/1/1999",1,1894,710,2317,2874,97,680,884,39,185,215,136,865,1099,19.15,37.33,38.24,"BAKER","Baker SD 5J","BAKER HIGH SCHOOL",-
8,"7/1/2000",1,1894,728,2343,2826,68,647,807,12,184,208,80,831,1015,10.99,35.47,35.92,"BAKER","Baker SD 5J","BAKER HIGH SCHOOL",-
8,"7/1/2001",1,1894,704,2199,2648,69,636,814,24,203,243,93,839,1057,13.21,38.15,39.92,"BAKER","Baker SD 5J","BAKER HIGH SCHOOL",-
8,"7/1/2002",1,1894,691,2151,2609,143,682,896,32,193,230,175,875,1126,25.33,40.68,43.16,"BAKER","Baker SD 5J","Baker High School",-
8,"7/1/2003",1,1894,679,2115,2526,148,770,939,40,193,238,188,963,1177,27.69,45.53,46.6,"BAKER","Baker SD 5J","Baker Senior High School",-
8,"7/1/2004",1,1894,672,2055,2426,191,771,970,62,237,262,253,1008,1232,37.65,49.05,50.78,"BAKER","Baker SD 5J","Baker High School",-
13,"7/1/1999",1,1897,160,331,2874,78,113,884,8,12,215,86,125,1099,53.75,37.76,38.24,"BAKER","Pine Eagle SD 61","HALFWAY ELEM SCHOOL",-
13,"7/1/2000",1,1897,159,312,2826,61,109,807,,8,208,65,117,1015,,37.5,35.92,"BAKER","Pine Eagle SD 61","HALFWAY ELEM SCHOOL",-
13,"7/1/2001",1,1897,135,276,2648,59,94,814,12,18,243,71,112,1057,52.59,40.58,39.92,"BAKER","Pine Eagle SD 61","Halfway Elementary School",-
13,"7/1/2002",1,1897,100,268,2609,55,111,896,8,17,230,63,128,1126,63,47.76,43.16,"BAKER","Pine Eagle SD 61","Halfway Elementary School",-
13,"7/1/2003",1,1897,120,233,2526,57,83,939,12,21,238,69,104,1177,57.5,44.64,46.6,"BAKER","Pine Eagle SD 61","Halfway Elementary School",-
13,"7/1/2004",1,1897,106,209,2426,60,99,970,9,15,262,69,114,1232,65.09,54.55,50.78,"BAKER","Pine Eagle SD 61","Halfway Elementary School",-
14,"7/1/1999",1,1897,32,331,2874,11,113,884,,12,215,14,125,1099,,37.76,38.24,"BAKER","Pine Eagle SD 61","RICHLAND ELEM SCHOOL",-
14,"7/1/2000",1,1897,18,312,2826,10,109,807,,8,208,10,117,1015,55.56,37.5,35.92,"BAKER","Pine Eagle SD 61","RICHLAND ELEM SCHOOL",-
14,"7/1/2001",1,1897,11,276,2648,,94,814,,18,243,7,112,1057,,40.58,39.92,"BAKER","Pine Eagle SD 61","Richland Elementary School",-
14,"7/1/2002",1,1897,14,268,2609,6,111,896,,17,230,6,128,1126,,47.76,43.16,"BAKER","Pine Eagle SD 61","Richland Elementary School",-
14,"7/1/2003",1,1897,9,233,2526,,83,939,,21,238,6,104,1177,,44.64,46.6,"BAKER","Pine Eagle SD 61","Richland Elementary School",-
14,"7/1/2004",1,1897,11,209,2426,,99,970,,15,262,9,114,1232,,54.55,50.78,"BAKER","Pine Eagle SD 61","Richland Elementary School",-
15,"7/1/1999",1,1897,139,331,2874,24,113,884,,12,215,25,125,1099,,37.76,38.24,"BAKER","Pine Eagle SD 61","PINE EAGLE HIGH SCHOOL",-
15,"7/1/2000",1,1897,135,312,2826,38,109,807,,8,208,42,117,1015,,37.5,35.92,"BAKER","Pine Eagle SD 61","PINE EAGLE HIGH SCHOOL",-
15,"7/1/2001",1,1897,130,276,2648,29,94,814,,18,243,34,112,1057,,40.58,39.92,"BAKER","Pine Eagle SD 61","Pine Eagle High School",-
15,"7/1/2002",1,1897,154,268,2609,50,111,896,9,17,230,59,128,1126,38.31,47.76,43.16,"BAKER","Pine Eagle SD 61","Pine Eagle High School",-
15,"7/1/2003",1,1897,104,233,2526,20,83,939,9,21,238,29,104,1177,27.88,44.64,46.6,"BAKER","Pine Eagle SD 61","Pine Eagle High School",-
15,"7/1/2004",1,1897,92,209,2426,30,99,970,6,15,262,36,114,1232,39.13,54.55,50.78,"BAKER","Pine Eagle SD 61","Pine Eagle High School",-
16,"7/1/1999",2,1899,104,233,9946,,45,1625,,25,707,0,70,2332,0,30.04,23.45,"BENTON","Alsea SD 7J","Alsea Elementary School",-
16,"7/1/2000",2,1899,134,214,9996,,,1510,,,528,0,,2038,0,,20.39,"BENTON","Alsea SD 7J","Alsea Elementary School",-
16,"7/1/2001",2,1899,122,199,9820,45,74,1711,45,74,578,90,148,2289,73.77,74.37,23.31,"BENTON","Alsea SD 7J","Alsea Elementary School",-
16,"7/1/2002",2,1899,81,182,9754,,,1811,,,555,0,,2366,0,,24.26,"BENTON","Alsea SD 7J","Alsea Elementary School",-
16,"7/1/2003",2,1899,109,166,9496,17,31,2109,,,502,17,,2611,15.6,,27.5,"BENTON","Alsea SD 7J","Alsea Elementary School",-
16,"7/1/2004",2,1899,79,166,9300,,,2103,,,462,0,,2565,0,,27.58,"BENTON","Alsea SD 7J","Alsea Elementary School",-
17,"7/1/1999",2,1899,129,233,9946,45,45,1625,25,25,707,70,70,2332,54.26,30.04,23.45,"BENTON","Alsea SD 7J","Alsea High School",-
17,"7/1/2000",2,1899,80,214,9996,,,1510,,,528,0,,2038,0,,20.39,"BENTON","Alsea SD 7J","Alsea High School",-
17,"7/1/2001",2,1899,77,199,9820,29,74,1711,29,74,578,58,148,2289,75.32,74.37,23.31,"BENTON","Alsea SD 7J","Alsea High School",-
17,"7/1/2002",2,1899,101,182,9754,,,1811,,,555,0,,2366,0,,24.26,"BENTON","Alsea SD 7J","Alsea High School",-
17,"7/1/2003",2,1899,57,166,9496,14,31,2109,,,502,14,,2611,24.56,,27.5,"BENTON","Alsea SD 7J","Alsea High School",-
17,"7/1/2004",2,1899,87,166,9300,,,2103,,,462,0,,2565,0,,27.58,"BENTON","Alsea SD 7J","Alsea High School",-
18,"7/1/1999",2,1900,40,1912,9946,,297,1625,,277,707,6,574,2332,,30.02,23.45,"BENTON","Philomath SD 17J","BLODGETT ELEM SCHOOL",-
18,"7/1/2000",2,1900,28,1876,9996,,273,1510,,140,528,5,413,2038,,22.01,20.39,"BENTON","Philomath SD 17J","BLODGETT ELEM SCHOOL",-
18,"7/1/2001",2,1900,31,1884,9820,10,304,1711,,147,578,14,451,2289,,23.94,23.31,"BENTON","Philomath SD 17J","Blodgett Elementary School",-
18,"7/1/2002",2,1900,31,1961,9754,9,358,1811,,111,555,11,469,2366,,23.92,24.26,"BENTON","Philomath SD 17J","Blodgett Elementary School",-
18,"7/1/2003",2,1900,27,1848,9496,9,392,2109,,94,502,11,486,2611,,26.3,27.5,"BENTON","Philomath SD 17J","Blodgett Elementary School",-
