DistInstID,SchlYr,CntyNm,DistNm,BldgNm,DistStudCnt,YrBlt,YrRemod,SqFt,DistSqFt,last column
2108,"7/1/2000","MALHEUR","ONTARIO SCH DIST 8","ONTARIO MIDDLE SCHOOL-ODYSSEY",2804,1939,,9670,366660,-
2108,"7/1/2000","MALHEUR","ONTARIO SCH DIST 8","ONTARIO MIDDLE SCHOOL-DISCOVERY",2804,1964,,22692,366660,-
2108,"7/1/2000","MALHEUR","ONTARIO SCH DIST 8","ONTARIO MIDDLE SCHOOL-TIGER GYM",2804,1980,,19638,366660,-
2108,"7/1/2000","MALHEUR","ONTARIO SCH DIST 8","ONTARIO HIGH SCHOOL",2804,1952,,87681,366660,-
2108,"7/1/2000","MALHEUR","ONTARIO SCH DIST 8","ONTARIO HIGH--CONCESSIONS",2804,1962,,988,366660,-
2108,"7/1/2000","MALHEUR","ONTARIO SCH DIST 8","ONTARIO HIGH - VOC ED",2804,1979,,28576,366660,-
2108,"7/1/2000","MALHEUR","ONTARIO SCH DIST 8","ADMINISTRATION OFFICE",2804,1990,2000,12672,366660,-
2010,"7/1/2000","GRANT","MONUMENT SCH DIST 8","MONUMNET ELEMENTARY",65,1961,1990,7000,35800,-
2010,"7/1/2000","GRANT","MONUMENT SCH DIST 8","MONUMENT HIGH",65,1929,1994,10000,35800,-
2010,"7/1/2000","GRANT","MONUMENT SCH DIST 8","SCIENCE BUILDING",65,1997,,7000,35800,-
2010,"7/1/2000","GRANT","MONUMENT SCH DIST 8","SHOP BUILDING",65,1997,,3000,35800,-
2010,"7/1/2000","GRANT","MONUMENT SCH DIST 8","GYM",65,1958,,8800,35800,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","FERNDALE ELEMENTARY",1939,1900,1989,32910,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","EASTSIDE-HEADSTART",1939,1929,,3281,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","CENTRAL ELEMENTARY (RED)",1939,1909,,18828,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","CENTRAL ELEMENTARY (YELLOW)",1939,1954,,20879,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","CENTRAL ELEM-NEW GYM/SCIENCE",1939,1984,,21495,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","FREEWATER ELEM (RED)",1939,1909,,12436,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","FREEWATER ELEM-VAC RESIDENCE",1939,1945,,620,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","FREEWATER ELEM (YELLOW)",1939,1954,,15374,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","FREEWATER ELEM-OFFICE/TMR MOD",1939,1989,1990,5391,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","GROVE ELEMENTARY",1939,1909,,8397,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","GROVE SCHOOL - GYM WING",1939,1959,,11040,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","GROVE ELEMENTARY - NEW WING",1939,1984,,8300,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN UNION HIGH",1939,1921,,28678,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH - SWING; KIT",1939,1921,,9404,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH - NORTH WING",1939,1921,,13281,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN UH",1939,1921,1963,6188,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH - QUAD",1939,1963,,5540,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH - GYM",1939,1963,,24968,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH-VOC AG",1939,1974,,11862,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH - TRACK STORAG",1939,1981,,915,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH - MAINT BLDG",1939,1981,,810,289143,-
2205,"7/1/2000","UMATILLA","Milton-Freewater Sch Dist 7","MCLOUGHLIN HIGH - MATH/ART/BND",1939,1940,1954,9069,289143,-
2183,"7/1/2000","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","WEST ORIENT ELEMENTARY",11385,1929,1997,76425,1565960,-
2090,"7/1/2000","LANE","MCKENZIE SCH DIST 68","MCKENZIE ELEMENTARY",313,1950,1966,38905,115889,-
2183,"7/1/2000","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","WEST ORIENT ELEMENTARY-GARAGE",11385,1945,1945,1000,1565960,-
2090,"7/1/2000","LANE","MCKENZIE SCH DIST 68","NEW GYM",313,1999,,12010,115889,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","THREE LYNX ELEM-GARAGE",2337,1929,,1192,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","THREE LYNX RESIDENCE",2337,1960,,1360,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","THREE LYNX RESIDENCE GARAGE",2337,1960,,675,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","ESTACADA JR HIGH-MAIN",2337,1936,1982,70288,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","ESTACADA JR HIGH-STADIUM ROOMS",2337,1938,,12780,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","ESTACADA HIGH-MAIN BLDG",2337,1962,1982,189603,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","ESTACADA HIGH-AGRI STORAGE",2337,1962,,960,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","ESTACADA HIGH-AGRI SHOP",2337,1962,,2752,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","ESTACADA HIGH-AUTO SHOP",2337,1981,,5640,1095720,-
1930,"7/1/2001","CLACKAMAS","Estacada SD 108","ESTACADA HIGH-AGRI PLANT TRANS",2337,1985,,1363,1095720,-
2221,"7/1/2001","WALLOWA","Enterprise SD 21","ENTERPRISE HIGH",482,1974,,24470,69386,-
2221,"7/1/2001","WALLOWA","Enterprise SD 21","ENTERPRISE ELEMENTARY",482,1918,,35293,69386,-
2221,"7/1/2001","WALLOWA","Enterprise SD 21","ENTERPRISE PRIMARY",482,1950,,9623,69386,-
1998,"7/1/2001","DOUGLAS","Elkton SD 34","ELKTON ELEMENTARY / MIDDLE",216,1946,,21983,48919,-
2217,"7/1/2001","UNION","ELGIN SCH DIST 23","ELGIN 23 DISTRICT OFFICE",464,1981,,1700,96828,-
2217,"7/1/2001","UNION","ELGIN SCH DIST 23","MAYFIELD ELEMENTARY-GYMNASIUS",464,1922,,714,96828,-
2217,"7/1/2001","UNION","ELGIN SCH DIST 23","MAYFIELD ELEMENTARY",464,1947,,45300,96828,-
2217,"7/1/2001","UNION","ELGIN SCH DIST 23","ELGIN BUS BARN",464,1952,,6412,96828,-
2217,"7/1/2001","UNION","ELGIN SCH DIST 23","ELGIN HIGH",464,1957,,40000,96828,-
2217,"7/1/2001","UNION","ELGIN SCH DIST 23","ELGIN HIGH-QUONSETS A & B",464,1983,,2702,96828,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO GRADE",242,1945,1980,9966,54698,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO GRADE-GYM",242,1945,,9164,54698,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO HIGH",242,1929,,12888,54698,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO HIGH-CAFETERIA",242,1929,,3590,54698,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO HIGH-MUSIC/MAINTENANCE",242,1976,,3590,54698,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO JR HIGH",242,1980,,8044,54698,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO HIGH-LOCKER ROOMS",242,1980,,5056,54698,-
2203,"7/1/2001","UMATILLA","ECHO SCH DIST 5","ECHO HIGH-INDUSTRIAL ARTS",242,1980,,2400,54698,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","EAGLE POINT ADMINISTRATION BUILDING",4016,1978,1989,10000,563292,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","EAGLE POINT WAREHOUSE",4016,1952,,3880,563292,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","EAGLE POINT NEW MAINTENANCE",4016,1950,1999,4500,563292,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","WHITE CITY SWIMMING POOL",4016,1980,1998,6000,563292,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","GLENN D HALE ELEMENTARY",4016,1962,,35052,563292,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","SHADY COVE ELEMENTARY",4016,1928,1984,41071,563292,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","MOUNTAIN VIEW ELEMENTARY",4016,1977,1987,43575,563292,-
2043,"7/1/2001","JACKSON","Eagle Point SD 9","EAGLE POINT HIGH",4016,1975,,177000,563292,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON JR/SR HIGH SCHOOL PORTABLES",573,1969,1975,1600,88581,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON JR/SR HIGH GYM",573,1987,,21745,88581,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON ELEMENTARY",573,1951,1989,28820,88581,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON ELEMENTARY PORTABLES",573,1969,1987,1600,88581,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON ELEMENTRY GYM",573,1947,,13200,88581,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON SCHOOLS BUS BARN",573,1951,,1250,88581,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON SCHOOLS ALTERNATIVE ED BLDG",573,1971,,1200,88581,-
2245,"7/1/2001","WASHINGTON","GASTON SCH DIST 511J","GASTON SCHOOLS DISTRICT OFFICE",573,1942,,2400,88581,-
2020,"7/1/2001","HARNEY","Frenchglen SD 16","FRENCHGLEN ELEMENTARY",16,1920,1995,3264,8484,-
2020,"7/1/2001","HARNEY","Frenchglen SD 16","GYMNASIUM",16,1995,,5220,8484,-
2248,"7/1/2001","WHEELER","FOSSIL SCH DIST 21J","FOSSIL ELEMENTARY",97,1925,,15400,45664,-
2248,"7/1/2001","WHEELER","FOSSIL SCH DIST 21J","FOSSIL ELEMENTARY GYM",97,1936,,8280,45664,-
2248,"7/1/2001","WHEELER","FOSSIL SCH DIST 21J","WHEELER HIGH",97,1949,,21088,45664,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","CENTRAL ELEMENTARY",5598,1931,1996,25899,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","NEIL ARMSTRONG MIDDLE",5598,1970,1996,136410,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","TOM MCCALL UPPER ELEMENTARY",5598,1952,1996,114708,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","CORNELIUS ELEMENTARY",5598,1945,1997,47445,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","DILLEY ELEMENTARY",5598,1942,1997,33112,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","ECHO SHAW ELEMENTARY",5598,1975,1997,53684,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","GALES CREEK ELEM-ORIGINAL BLDG",5598,1929,1999,2368,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","GALES CREEK ELEMENTARY-MAIN",5598,1948,1997,21906,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","HARVEY CLARKE ELEMENTARY",5598,1949,1998,54110,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","JOSEPH GALE ELEMENTARY",5598,1954,1998,37487,861497,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","FOREST GROVE HIGH-MAIN",5598,1983,1998,267784,861497,-
2193,"7/1/2001","POLK","FALLS CITY SCH DIST 57","FALLS CITY ELEMENTARY",195,1939,1986,19000,34500,-
2193,"7/1/2001","POLK","FALLS CITY SCH DIST 57","FALLS CITY HIGH",195,1932,,15500,34500,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","TAFT MIDDLE SCHOOL",6496,1951,1999,67344,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","TAFT ELEMENTARY SCHOOL",6496,1938,1999,72363,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","TOLEDO HIGH SCHOOL",6496,1955,1997,80744,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","TOLEDO MIDDLE SCHOOL",6496,1987,,52671,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","WALDPORT ELEM SCHOOL",6496,1998,,72480,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","WALDPORT HIGH SCHOOL",6496,1958,1997,47063,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","WALDPORT MIDDLE SCHOOL",6496,1930,1999,50621,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","YAQUINA VIEW ELEM SCHOOL",6496,1960,1988,46357,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","TAFT HIGH SCHOOL",6496,1998,,154560,1139648,-
2097,"7/1/2000","LINCOLN","LINCOLN CO SCH DIST","Newport Middle School",6496,1998,,74764,1139648,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","CALAPOOIA MIDDLE SCHOOL",8032,1963,1973,96315,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","CENTRAL ELEM SCHOOL",8032,1915,1960,48453,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","CLOVER RIDGE ELEM SCHOOL",8032,1915,1973,36750,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","FIR GROVE ELEM SCHOOL",8032,1963,1986,19796,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","LAFAYETTE ELEM SCHOOL",8032,1960,,44754,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","LIBERTY ELEM SCHOOL",8032,1949,1991,35439,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","MEMORIAL MIDDLE SCHOOL",8032,1963,1980,100815,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","NORTH ALBANY ELEM SCHOOL",8032,1949,1974,28347,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","NORTH ALBANY MIDDLE SCH",8032,1966,,100514,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","OAK ELEM SCHOOL",8032,1971,,42240,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","OAK GROVE ELEM SCHOOL",8032,1948,1974,26269,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","PERIWINKLE ELEM SCH",8032,1977,1979,36625,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","SOUTH ALBANY HIGH SCHOOL",8032,1970,1992,167408,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","SOUTH SHORE ELEM SCHOOL",8032,1971,,40240,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","SUNRISE ELEM SCHOOL",8032,1949,1968,50648,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","TAKENA ELEM SCHOOL",8032,1971,,31393,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","TANGENT ELEM SCHOOL",8032,1965,1995,24967,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","WAVERLY ELEM SCHOOL",8032,1949,,42480,1246885,-
2100,"7/1/2000","LINN","Greater Albany Public SD 8J","WEST ALBANY HIGH SCHOOL",8032,1953,1992,135672,1246885,-
2105,"7/1/2000","LINN","CENTRAL LINN SCH DIST 552","CENTRAL LINN ELEMENTARY SC",722,1932,1977,117390,227670,-
2105,"7/1/2000","LINN","CENTRAL LINN SCH DIST 552","CENTRAL LINN HIGH SCHOOL",722,1959,1977,85811,227670,-
2110,"7/1/2000","MALHEUR","NYSSA SCH DIST 26","NYSSA ELEM SCHOOL",1163,1997,,66044,136489,-
2110,"7/1/2000","MALHEUR","NYSSA SCH DIST 26","NYSSA HIGH SCHOOL",1163,1975,,38058,136489,-
2110,"7/1/2000","MALHEUR","NYSSA SCH DIST 26","NYSSA MIDDLE SCHOOL",1163,1957,1997,20411,136489,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","AUBURN ELEM SCHOOL",35108,1955,1994,47461,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","BAKER ELEM SCHOOL",35108,1951,,6067,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","BETHEL ELEM SCHOOL",35108,1800,1956,8742,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","BRUSH COLLEGE ELEM SCHOOL",35108,1800,2001,51780,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","BUSH ELEM SCHOOL",35108,1936,1949,54770,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","CANDALARIA ELEM SCHOOL",35108,1955,1986,34970,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","CHAPMAN HILL ELEM",35108,1985,2000,59528,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","CLEAR LAKE ELEM SCHOOL",35108,1994,,49000,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","CROSSLER MIDDLE SCHOOL",35108,1995,,107800,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","CUMMINGS ELEM SCHOOL",35108,1953,2001,36937,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","ENGLEWOOD ELEM SCHOOL",35108,1910,1977,55240,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","WRIGHT ELEM SCHOOL",35108,1963,1993,54004,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","FOUR CORNERS ELEM SCHOOL",35108,1949,1994,50867,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","FRUITLAND ELEM SCHOOL",35108,1935,1979,8642,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","GRANT ELEM SCHOOL",35108,1955,1994,39853,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","HAYESVILLE ELEM SCHOOL",35108,1963,1979,55458,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","HAZEL GREEN ELEM SCHOOL",35108,1955,1978,14310,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","HIGHLAND ELEM SCHOOL",35108,1910,1977,46128,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","HOOVER ELEM SCHOOL",35108,1951,1994,52901,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","HOUCK MIDDLE SCHOOL",35108,1995,,105700,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","GUBSER ELEM SCHOOL",35108,1976,,49574,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","JUDSON MIDDLE SCHOOL",35108,1957,2001,107184,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","KEIZER ELEM SCHOOL",35108,1985,,67210,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","KENNEDY ELEM SCHOOL",35108,1964,1979,45916,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","LAKE LABISH ELEM SCHOOL",35108,1958,1979,11352,4063964,-
2142,"7/1/2000","MARION","SALEM/KEIZER SCH DIST 24J","LESLIE MIDDLE SCHOOL",35108,1997,,106000,4063964,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","FAULCONER ELEMENTARY TITLE I MODULAR",910,1996,,1400,160512,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","FAULCONER ELEMENTARY MODULARS",910,1986,1999,24400,160512,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","SHERIDAN HIGH-Main Bldg and OLD GYM RM 1-3",910,1948,1963,55700,160512,-
1924,"7/1/2000","CLACKAMAS","NORTH CLACKAMAS SCH DIST 12","Skills Center modulars",14876,1996,1998,1800,1771329,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","SHERIDAH HIGH-NEW GYM",910,1997,,16544,160512,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","SHERIDAN HIGH-STADIUM",910,1975,,3840,160512,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","SHERIDAN HIGH-ART BLDG",910,1958,,1000,160512,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","SHERIDAN HIGH-MATH MODULAR",910,1991,,1000,160512,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","ALTERNATIVE SCHOOL MODULAR",910,1997,,3360,160512,-
2257,"7/1/2000","YAMHILL","SHERIDAN SCH DIST 48J","SHERIDAN DIST OFFICE (FORMER CHURCH)",910,1950,1997,2728,160512,-
1935,"7/1/2000","CLATSOP","Seaside SD 10","SEASIDE ADMINISTRATION BLDG",1710,1935,,16258,326867,-
1935,"7/1/2000","CLATSOP","Seaside SD 10","BROADWAY MIDDLE",1710,1949,1993,75036,326867,-
2197,"7/1/2000","TILLAMOOK","TILLAMOOK SCH DIST 9","WILSON ELEMENTARY",2302,1945,,31472,459047,-
1935,"7/1/2000","CLATSOP","Seaside SD 10","SEASIDE HEIGHTS ELEMENTARY",1710,1973,,67200,326867,-
2197,"7/1/2000","TILLAMOOK","TILLAMOOK SCH DIST 9","TILLAMOOK JR HIGH-MAIN",2302,1945,,63043,459047,-
2197,"7/1/2000","TILLAMOOK","TILLAMOOK SCH DIST 9","TILLAMOOK JR HIGH-STORAGE",2302,1976,,600,459047,-
1935,"7/1/2000","CLATSOP","Seaside SD 10","Warehouse/Bus Garage",1710,1971,1985,22770,326867,-
2103,"7/1/2000","LINN","SCIO SCH DIST 95","CENTENNIAL ELEMENTARY",698,1966,,37508,199518,-
2103,"7/1/2000","LINN","SCIO SCH DIST 95","SCIO MIDDLE & DIST OFFIC",698,1938,,69064,199518,-
2103,"7/1/2000","LINN","SCIO SCH DIST 95","SCIO HIGH",698,1949,1999,92946,199518,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE DISTRICT OFFICE",2206,1971,,4300,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","GRANT WATTS ELEMENTARY",2206,1963,,39300,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","OTTO PETERSEN ELEMENTARY",2206,1940,,58760,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","OTTO PETERSEN-CONCESSION STAND",2206,1970,,354,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","OTTO PETERSEN- GYM",2206,1996,,22877,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","WARREN ELEMENTARY",2206,1903,1993,25000,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","WARREN ELEMENTARY-PUMP HOUSE",2206,1929,,118,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE MIDDLE",2206,1930,1958,47000,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE MIDDLE-STORAGE",2206,1974,,700,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE MIDDLE-ROOM 50",2206,1977,,580,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE HIGH-MAIN",2206,1972,2000,102000,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE HIGH-SHOP",2206,1972,,16320,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE HIGH-CONCESSION STND",2206,1975,,800,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE HIGH-GROUNDS SHOP",2206,1976,,1375,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE HIGH-PUMP HOUSE",2206,1978,,168,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE HIGH-PRESS BOX",2206,1980,,180,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE HIGH-GARAGE",2206,1983,,1440,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SAUVIE ISLAND-OLD BUS BARN",2206,1950,,1440,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SAUVIE ISLAND",2206,1981,,26675,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SAUVIE ISLAND-PUMPHOUSE",2206,1981,,100,352687,-
1944,"7/1/2000","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE SCHOOL DIST MAINT SHOP",2206,1999,,3200,352687,-
2197,"7/1/2000","TILLAMOOK","TILLAMOOK SCH DIST 9","TILLAMOOK HIGH-MAIN",2302,1945,,113249,459047,-
2197,"7/1/2000","TILLAMOOK","TILLAMOOK SCH DIST 9","TILLAMOOK HIGH-FIELD HOUSE",2302,1961,,1125,459047,-
1935,"7/1/2000","CLATSOP","Seaside SD 10","CANNON BEACH ELEMENTARY",1710,1950,,16472,326867,-
2197,"7/1/2000","TILLAMOOK","TILLAMOOK SCH DIST 9","TILLAMOOK HIGH-Vocational Bldg",2302,1976,,21578,459047,-
1935,"7/1/2000","CLATSOP","Seaside SD 10","GEARHART ELEMENTARY",1710,1949,,34875,326867,-
1935,"7/1/2000","CLATSOP","Seaside SD 10","SEASIDE HIGH",1710,1958,1993,94256,326867,-
2197,"7/1/2000","TILLAMOOK","TILLAMOOK SCH DIST 9","TILLAMOOK HIGH-EAST WING",2302,1976,,7648,459047,-
2195,"7/1/2000","SHERMAN","Sherman County SD","RUFUS TEACHERAGE 1",364,1930,,1052,143879,-
